,Years,Power_Consumption (Twh),Footprint (Mt CO2)
0,2017,6.165374486778597,2.828652852260765
1,2018,16.8818805726758,7.745349408349709
2,2019,7.92030765071731,3.6338102211030887
3,2020,9.072771097210648,4.162556531978514
4,2021,54.968305074379664,25.21927147588813
